Location	Bout	Filename	Date	Time	Manualcount	datetime	timemin	Playback	daysbait	Temp	Humidity	Lux	UVI	Rain	Wind
Josep	pm	Josep_NoFufun_3080085	08.03.2023	14:46	0	2023/03/08:14:46:25	886	no	0	30.1	82	99505.1	7	0	14.8
Josep	pm	Josep_NoFufun_3080088	08.03.2023	14:51	0	2023/03/08:14:51:27	891	no	0	30.2	82	96589.7	7	0	14.8
Josep	pm	Josep_NoFufun_3080091	08.03.2023	15:03	0	2023/03/08:15:03:44	904	no	0	30.3	83	80312.6	6	0	13
Josep	pm	Josep_NoFufun_3080094	08.03.2023	15:07	0	2023/03/08:15:07:36	908	no	0	29.9	82	84325.2	6	0	20.1
Josep	pm	Josep_NoFufun_3080097	08.03.2023	15:11	0	2023/03/08:15:11:14	911	no	0	29.7	82	89523.7	6	0	18.3
Josep	pm	Josep_NoFufun_3080100	08.03.2023	15:15	0	2023/03/08:15:15:35	916	no	0	29.7	82	86087.6	6	0	16.6
Josep	pm	Josep_NoFufun_3080103	08.03.2023	15:19	0	2023/03/08:15:19:49	920	no	0	29.7	82	86087.6	6	0	16.6
Josep	pm	Josep_NoFufun_3080106	08.03.2023	15:23	0	2023/03/08:15:23:29	923	no	0	29.8	82	88230.1	6	0	14.8
Josep	pm	Josep_NoFufun_3080109	08.03.2023	15:30	0	2023/03/08:15:30:24	930	no	0	29.4	83	93698.5	7	0	21.9
Josep	pm	Josep_NoFufun_3080112	08.03.2023	15:34	0	2023/03/08:15:34:38	935	no	0	29.4	83	93698.5	7	0	21.9
Josep	pm	Josep_NoFufun_3080115	08.03.2023	15:37	0	2023/03/08:15:37:54	938	no	0	29.3	83	88852.2	6	0	21.9
Josep	pm	Josep_NoFufun_3080118	08.03.2023	15:43	0	2023/03/08:15:43:14	943	no	0	29.6	83	85860.8	6	0	21.9
Josep	pm	Josep_NoFufun_3080121	08.03.2023	15:46	0	2023/03/08:15:46:35	947	no	0	29.4	84	81114.6	6	0	14.8
Josep	pm	Josep_NoFufun_3080124	08.03.2023	15:52	0	2023/03/08:15:52:33	953	no	0	29.3	85	75515.7	5	0	16.6
Josep	pm	Josep_NoFufun_3080127	08.03.2023	16:06	0	2023/03/08:16:06:07	966	no	0	29.3	85	61046.6	4	0	14.8
Josep	pm	Josep_NoFufun_3080130	08.03.2023	16:10	0	2023/03/08:16:10:12	970	no	0	29.4	85	64035.4	4	0	13
Josep	pm	Josep_NoFufun_3080133	08.03.2023	16:30	0	2023/03/08:16:30:18	990	no	0	28.9	86	55025.8	4	0	13
Josep	am	Josep_NoFufun_3090136	09.03.2023	05:32	0	2023/03/09:05:32:49	333	yes	1	24.6	99	0	0	1.8	7.2
Josep	am	Josep_NoFufun_3090139	09.03.2023	08:47	0	2023/03/09:08:47:27	527	yes	1	27.3	97	52327.1	4	0	9.3
Josep	am	Josep_NoFufun_3090142	09.03.2023	09:48	0	2023/03/09:09:48:23	588	yes	1	28.4	93	81275.5	6	0	14.8
Josep	am	Josep_NoFufun_3090145	09.03.2023	09:57	0	2023/03/09:09:57:21	597	yes	1	28.7	91	90487.9	6	0	16.6
Josep	am	Josep_NoFufun_3090148	09.03.2023	10:09	0	2023/03/09:10:09:28	609	yes	1	28.9	90	90352.3	6	0	11.1
Josep	am	Josep_NoFufun_3090151	09.03.2023	10:15	0	2023/03/09:10:15:34	616	yes	1	28.5	93	100177.9	7	0	14.8
Josep	am	Josep_NoFufun_3090154	09.03.2023	10:25	0	2023/03/09:10:25:03	625	yes	1	28.9	89	85925.4	6	0	9.3
Josep	am	Josep_NoFufun_3090157	09.03.2023	10:33	0	2023/03/09:10:33:29	633	yes	1	29.2	89	88631.7	6	0	11.1
Josep	am	Josep_NoFufun_3090160	09.03.2023	10:46	0	2023/03/09:10:46:02	646	yes	1	29.3	87	93205.6	7	0	13
Josep	am	Josep_NoFufun_3090163	09.03.2023	10:50	0	2023/03/09:10:50:40	651	yes	1	29.6	88	98416.8	7	0	9.3
Josep	am	Josep_NoFufun_3090166	09.03.2023	10:55	0	2023/03/09:10:55:26	655	yes	1	30	87	111928	8	0	14.8
Josep	am	Josep_NoFufun_3090169	09.03.2023	10:58	0	2023/03/09:10:58:54	659	yes	1	30	87	111928	8	0	14.8
Josep	am	Josep_NoFufun_3090172	09.03.2023	11:04	0	2023/03/09:11:04:25	664	yes	1	30.3	86	106891.7	8	0	11.1
Josep	am	Josep_NoFufun_3090175	09.03.2023	11:10	0	2023/03/09:11:10:39	671	yes	1	29.6	88	72838.6	5	0	11.1
Josep	am	Josep_NoFufun_3090178	09.03.2023	11:15	0	2023/03/09:11:15:17	675	yes	1	29.4	88	120988.4	9	0	9.3
Josep	am	Josep_NoFufun_3090181	09.03.2023	11:21	0	2023/03/09:11:21:15	681	yes	1	30	87	130180.4	10	0	13
Josep	am	Josep_NoFufun_3090184	09.03.2023	11:24	0	2023/03/09:11:24:57	685	yes	1	30	87	130180.4	10	0	13
Josep	am	Josep_NoFufun_3090187	09.03.2023	11:28	0	2023/03/09:11:28:32	689	yes	1	30.6	85	132065.7	10	0	7.2
Josep	am	Josep_NoFufun_3090190	09.03.2023	11:33	0	2023/03/09:11:33:30	693	yes	1	30.9	84	131950.4	10	0	5.5
Josep	am	Josep_NoFufun_3090193	09.03.2023	11:37	0	2023/03/09:11:37:10	697	yes	1	31.2	83	134109.4	10	0	5.5
Josep	am	Josep_NoFufun_3090196	09.03.2023	11:41	0	2023/03/09:11:41:18	701	yes	1	30.8	82	125467.2	9	0	9.3
Josep	am	Josep_NoFufun_3090199	09.03.2023	11:44	0	2023/03/09:11:44:38	705	yes	1	30.8	82	125467.2	9	0	9.3
Josep	am	Josep_NoFufun_3090202	09.03.2023	11:47	0	2023/03/09:11:47:59	708	yes	1	30.6	83	132040.4	10	0	13
Josep	am	Josep_NoFufun_3090205	09.03.2023	11:52	0	2023/03/09:11:52:14	712	yes	1	30.2	85	127902.4	9	0	13
Josep	am	Josep_NoFufun_3090208	09.03.2023	11:55	0	2023/03/09:11:55:58	716	yes	1	31.3	82	126697.5	9	0	13
Josep	am	Josep_NoFufun_3090211	09.03.2023	11:59	0	2023/03/09:11:59:14	719	yes	1	31.3	82	126697.5	9	0	13
Josep	pm	Josep_NoFufun_3090214	09.03.2023	12:03	0	2023/03/09:12:03:47	724	yes	1	31.3	82	133564.6	10	0	9.3
Josep	pm	Josep_NoFufun_3090217	09.03.2023	12:07	0	2023/03/09:12:07:04	727	yes	1	30.9	83	136463.5	10	0	11.1
Josep	pm	Josep_NoFufun_3090220	09.03.2023	12:12	0	2023/03/09:12:12:11	732	yes	1	31.3	80	137442.9	10	0	13
Josep	pm	Josep_NoFufun_3090223	09.03.2023	12:19	0	2023/03/09:12:19:45	740	yes	1	31.2	83	135329.5	10	0	14.8
Josep	pm	Josep_NoFufun_3090226	09.03.2023	12:23	0	2023/03/09:12:23:26	743	yes	1	31	83	71827.5	5	0	9.3
Josep	pm	Josep_NoFufun_3090229	09.03.2023	12:28	0	2023/03/09:12:28:24	748	yes	1	30.6	83	151629.5	11	0	13
Josep	pm	Josep_NoFufun_3090232	09.03.2023	12:32	0	2023/03/09:12:32:20	752	yes	1	31	82	142215.7	10	0	14.8
Josep	pm	Josep_NoFufun_3090235	09.03.2023	12:36	0	2023/03/09:12:36:37	757	yes	1	31.1	81	143883.1	11	0	11.1
Josep	pm	Josep_NoFufun_3090238	09.03.2023	12:39	0	2023/03/09:12:39:53	760	yes	1	31.1	81	143883.1	11	0	11.1
Josep	pm	Josep_NoFufun_3090241	09.03.2023	12:43	0	2023/03/09:12:43:20	763	yes	1	31.2	79	139604.4	10	0	14.8
Josep	pm	Josep_NoFufun_3090244	09.03.2023	12:48	0	2023/03/09:12:48:29	768	yes	1	31.7	80	131826.3	10	0	20.1
Josep	pm	Josep_NoFufun_3090247	09.03.2023	12:52	0	2023/03/09:12:52:30	773	yes	1	31	79	115413.6	8	0	11.1
Josep	pm	Josep_NoFufun_3090250	09.03.2023	12:57	0	2023/03/09:12:57:23	777	yes	1	31.1	80	123745.4	9	0	14.8
Josep	pm	Josep_NoFufun_3090253	09.03.2023	13:01	0	2023/03/09:13:01:39	782	yes	1	31.3	79	127654.1	9	0	13
Josep	pm	Josep_NoFufun_3090256	09.03.2023	13:09	0	2023/03/09:13:09:39	790	yes	1	31.4	80	123973.4	9	0	9.3
Josep	pm	Josep_NoFufun_3090259	09.03.2023	13:13	0	2023/03/09:13:13:12	793	yes	1	30.8	80	111972.4	8	0	14.8
Josep	pm	Josep_NoFufun_3090262	09.03.2023	13:16	0	2023/03/09:13:16:29	796	yes	1	30.9	81	115441.4	8	0	13
Josep	pm	Josep_NoFufun_3090265	09.03.2023	13:20	0	2023/03/09:13:20:33	801	yes	1	31.3	81	122855.9	9	0	13
Josep	pm	Josep_NoFufun_3090268	09.03.2023	13:24	0	2023/03/09:13:24:12	804	yes	1	31.3	81	122855.9	9	0	13
Josep	pm	Josep_NoFufun_3090271	09.03.2023	13:27	0	2023/03/09:13:27:34	808	yes	1	31.1	81	120756.5	9	0	16.6
Josep	pm	Josep_NoFufun_3090274	09.03.2023	13:30	0	2023/03/09:13:30:50	811	yes	1	31.3	79	127866.9	9	0	11.1
Josep	pm	Josep_NoFufun_3090277	09.03.2023	13:37	0	2023/03/09:13:37:06	817	yes	1	31.7	80	130683.4	10	0	14.8
Josep	pm	Josep_NoFufun_3090280	09.03.2023	13:41	0	2023/03/09:13:41:09	821	yes	1	31.8	79	120639.9	9	0	18.3
Josep	pm	Josep_NoFufun_3090283	09.03.2023	13:44	0	2023/03/09:13:44:41	825	yes	1	31.8	79	120639.9	9	0	18.3
Josep	pm	Josep_NoFufun_3090286	09.03.2023	13:48	0	2023/03/09:13:48:22	828	yes	1	31.7	79	117806.9	9	0	9.3
Josep	pm	Josep_NoFufun_3090289	09.03.2023	13:53	0	2023/03/09:13:53:39	834	yes	1	31.7	80	119043.5	9	0	14.8
Josep	pm	Josep_NoFufun_3090292	09.03.2023	13:57	0	2023/03/09:13:57:06	837	yes	1	31.8	79	118920.6	9	0	9.3
Josep	pm	Josep_NoFufun_3090295	09.03.2023	14:00	0	2023/03/09:14:00:21	840	yes	1	31.8	78	115264.1	8	0	9.3
Josep	pm	Josep_NoFufun_3090298	09.03.2023	14:03	0	2023/03/09:14:03:37	844	yes	1	31.8	78	115264.1	8	0	9.3
Josep	pm	Josep_NoFufun_3090301	09.03.2023	14:06	0	2023/03/09:14:06:59	847	yes	1	31.7	79	117576.3	9	0	11.1
Josep	pm	Josep_NoFufun_3090304	09.03.2023	14:11	0	2023/03/09:14:11:43	852	yes	1	31.8	80	120819.9	9	0	13
Josep	pm	Josep_NoFufun_3090307	09.03.2023	14:15	0	2023/03/09:14:15:00	855	yes	1	31.6	79	112594.5	8	0	13
Josep	pm	Josep_NoFufun_3090310	09.03.2023	14:18	0	2023/03/09:14:18:31	859	yes	1	31.6	79	112594.5	8	0	13
Josep	pm	Josep_NoFufun_3090313	09.03.2023	14:21	0	2023/03/09:14:21:48	862	yes	1	31.5	79	106857.5	8	0	11.1
Josep	pm	Josep_NoFufun_3090316	09.03.2023	14:27	0	2023/03/09:14:27:26	867	yes	1	31.3	80	108046	8	0	14.8
Josep	pm	Josep_NoFufun_3090319	09.03.2023	14:30	0	2023/03/09:14:30:59	871	yes	1	31.2	80	110445.7	8	0	11.1
Josep	pm	Josep_NoFufun_3090322	09.03.2023	14:34	0	2023/03/09:14:34:32	875	yes	1	31.2	80	110445.7	8	0	11.1
Josep	pm	Josep_NoFufun_3090325	09.03.2023	14:38	0	2023/03/09:14:38:04	878	yes	1	30.9	82	116922.6	8	0	11.1
Josep	pm	Josep_NoFufun_3090328	09.03.2023	14:42	0	2023/03/09:14:42:22	882	yes	1	30.9	82	114918.2	8	0	11.1
Josep	pm	Josep_NoFufun_3090331	09.03.2023	14:45	0	2023/03/09:14:45:39	886	yes	1	31.2	79	109642.4	8	0	13
Josep	pm	Josep_NoFufun_3090334	09.03.2023	14:49	0	2023/03/09:14:49:12	889	yes	1	31.2	79	109642.4	8	0	13
Josep	pm	Josep_NoFufun_3090337	09.03.2023	14:52	0	2023/03/09:14:52:29	892	yes	1	31.2	81	112158.6	8	0	13
Josep	pm	Josep_NoFufun_3090340	09.03.2023	14:55	0	2023/03/09:14:55:48	896	yes	1	31	81	112773.1	8	0	11.1
Josep	pm	Josep_NoFufun_3090343	09.03.2023	15:00	0	2023/03/09:15:00:16	900	yes	1	30.8	81	106381.1	8	0	11.1
Josep	pm	Josep_NoFufun_3090346	09.03.2023	15:03	0	2023/03/09:15:03:33	904	yes	1	30.8	81	106381.1	8	0	11.1
Josep	pm	Josep_NoFufun_3090349	09.03.2023	15:07	0	2023/03/09:15:07:25	907	yes	1	30.8	80	101875.7	7	0	11.1
Josep	pm	Josep_NoFufun_3090352	09.03.2023	15:11	0	2023/03/09:15:11:09	911	yes	1	30.9	80	103717.9	7	0	13
Josep	pm	Josep_NoFufun_3090355	09.03.2023	15:14	0	2023/03/09:15:14:28	914	yes	1	30.9	80	103717.9	7	0	13
Josep	pm	Josep_NoFufun_3090358	09.03.2023	15:17	0	2023/03/09:15:17:44	918	yes	1	31.4	81	98098.7	7	0	9.3
Josep	pm	Josep_NoFufun_3090361	09.03.2023	15:21	0	2023/03/09:15:21:35	922	yes	1	31.6	79	95577.4	7	0	16.6
Josep	pm	Josep_NoFufun_3090364	09.03.2023	15:25	0	2023/03/09:15:25:43	926	yes	1	30.7	82	97671.8	7	0	9.3
Josep	pm	Josep_NoFufun_3090367	09.03.2023	15:29	0	2023/03/09:15:29:35	930	yes	1	30.7	82	97671.8	7	0	9.3
Josep	pm	Josep_NoFufun_3090370	09.03.2023	15:33	0	2023/03/09:15:33:25	933	yes	1	30.9	81	93229.7	7	0	13
Josep	pm	Josep_NoFufun_3090373	09.03.2023	15:38	0	2023/03/09:15:38:07	938	yes	1	31	82	87898.1	6	0	11.1
Josep	pm	Josep_NoFufun_3090376	09.03.2023	15:42	0	2023/03/09:15:42:08	942	yes	1	30.8	81	83524.4	6	0	20.1
Josep	pm	Josep_NoFufun_3090379	09.03.2023	15:49	0	2023/03/09:15:49:06	949	yes	1	30.5	83	88279.5	6	0	9.3
Josep	am	Josep_NoFufun_3100382	10.03.2023	10:01	0	2023/03/10:10:01:35	602	yes	2	28.2	94	88786.3	6	0	7.2
Josep	am	Josep_NoFufun_3100385	10.03.2023	10:06	0	2023/03/10:10:06:29	606	yes	2	28.7	92	90101.4	6	0	9.3
Josep	am	Josep_NoFufun_3100388	10.03.2023	10:13	0	2023/03/10:10:13:40	614	yes	2	29.2	89	90964.3	6	0	9.3
Josep	am	Josep_NoFufun_3100391	10.03.2023	10:24	0	2023/03/10:10:24:30	625	yes	2	29.9	87	100284.3	7	0	9.3
Josep	am	Josep_NoFufun_3100394	10.03.2023	10:31	0	2023/03/10:10:31:05	631	yes	2	30.3	87	81665.8	6	0	9.3
Josep	am	Josep_NoFufun_3100397	10.03.2023	10:50	0	2023/03/10:10:50:15	650	yes	2	29.3	89	57159.4	4	0	7.2
Josep	am	Josep_NoFufun_3100400	10.03.2023	10:53	0	2023/03/10:10:53:38	654	yes	2	29.3	89	57159.4	4	0	7.2
Josep	am	Josep_NoFufun_3100403	10.03.2023	11:01	0	2023/03/10:11:01:08	661	yes	2	30.2	85	114754.7	8	0	9.3
Josep	am	Josep_NoFufun_3100406	10.03.2023	11:04	0	2023/03/10:11:04:24	664	yes	2	30.2	85	114754.7	8	0	9.3
Josep	am	Josep_NoFufun_3100409	10.03.2023	11:09	0	2023/03/10:11:09:26	669	yes	2	30.5	83	115715.1	8	0	18.3
Josep	am	Josep_NoFufun_3100412	10.03.2023	11:13	0	2023/03/10:11:13:45	674	yes	2	30.8	82	116224.4	8	0	11.1
Josep	am	Josep_NoFufun_3100415	10.03.2023	11:17	0	2023/03/10:11:17:38	678	yes	2	30.6	84	126455.5	9	0	7.2
Josep	am	Josep_NoFufun_3100418	10.03.2023	11:22	0	2023/03/10:11:22:35	683	yes	2	30.7	83	126536.6	9	0	18.3
Josep	am	Josep_NoFufun_3100421	10.03.2023	11:26	0	2023/03/10:11:26:04	686	yes	2	30.8	82	124952.8	9	0	14.8
Josep	am	Josep_NoFufun_3100424	10.03.2023	11:30	0	2023/03/10:11:30:31	691	yes	2	30.8	81	128496.6	9	0	14.8
Josep	am	Josep_NoFufun_3100427	10.03.2023	11:34	0	2023/03/10:11:34:09	694	yes	2	30.8	81	128496.6	9	0	14.8
Josep	am	Josep_NoFufun_3100430	10.03.2023	11:37	0	2023/03/10:11:37:44	698	yes	2	30.4	83	127313.2	9	0	13
Josep	am	Josep_NoFufun_3100433	10.03.2023	11:41	0	2023/03/10:11:41:19	701	yes	2	30.4	81	127641.4	9	0	13
Josep	am	Josep_NoFufun_3100436	10.03.2023	11:44	0	2023/03/10:11:44:45	705	yes	2	30.4	81	127641.4	9	0	13
Josep	am	Josep_NoFufun_3100439	10.03.2023	11:48	0	2023/03/10:11:48:13	708	yes	2	30.9	80	125376	9	0	11.1
Josep	am	Josep_NoFufun_3100442	10.03.2023	11:51	0	2023/03/10:11:51:32	712	yes	2	31.2	79	127673.1	9	0	13
Josep	am	Josep_NoFufun_3100445	10.03.2023	11:54	0	2023/03/10:11:54:57	715	yes	2	31.2	79	127673.1	9	0	13
Josep	am	Josep_NoFufun_3100448	10.03.2023	11:58	0	2023/03/10:11:58:16	718	yes	2	31.3	79	35306.2	2	0	11.1
Josep	pm	Josep_NoFufun_3100451	10.03.2023	12:01	0	2023/03/10:12:01:52	722	yes	2	30.7	80	134622.6	10	0	14.8
Josep	pm	Josep_NoFufun_3100454	10.03.2023	12:05	0	2023/03/10:12:05:25	725	yes	2	30.5	80	133122.4	10	0	18.3
Josep	pm	Josep_NoFufun_3100457	10.03.2023	12:09	0	2023/03/10:12:09:12	729	yes	2	30.5	80	133122.4	10	0	18.3
Josep	pm	Josep_NoFufun_3100460	10.03.2023	12:12	0	2023/03/10:12:12:37	733	yes	2	31	80	130973.6	10	0	11.1
Josep	pm	Josep_NoFufun_3100463	10.03.2023	12:16	0	2023/03/10:12:16:02	736	yes	2	30.6	80	125994.3	9	0	13
Josep	pm	Josep_NoFufun_3100466	10.03.2023	12:19	0	2023/03/10:12:19:21	739	yes	2	30.6	80	125994.3	9	0	13
Josep	pm	Josep_NoFufun_3100469	10.03.2023	12:22	0	2023/03/10:12:22:51	743	yes	2	30.9	79	126686.1	9	0	11.1
Josep	pm	Josep_NoFufun_3100472	10.03.2023	12:27	0	2023/03/10:12:27:26	747	yes	2	31.4	78	134440.1	10	0	16.6
Josep	pm	Josep_NoFufun_3100475	10.03.2023	12:32	0	2023/03/10:12:32:03	752	yes	2	31.4	78	131789.5	10	0	9.3
Josep	pm	Josep_NoFufun_3100478	10.03.2023	12:35	0	2023/03/10:12:35:45	756	yes	2	31.6	78	134535.1	10	0	18.3
Josep	pm	Josep_NoFufun_3100481	10.03.2023	12:39	0	2023/03/10:12:39:01	759	yes	2	31.6	78	134535.1	10	0	18.3
Josep	pm	Josep_NoFufun_3100484	10.03.2023	12:42	0	2023/03/10:12:42:24	762	yes	2	31.6	77	132122.8	10	0	13
Josep	pm	Josep_NoFufun_3100487	10.03.2023	12:45	0	2023/03/10:12:45:48	766	yes	2	31.7	78	139183.8	10	0	13
Josep	pm	Josep_NoFufun_3100490	10.03.2023	12:51	0	2023/03/10:12:51:00	771	yes	2	31.8	78	55536.4	4	0	9.3
Josep	pm	Josep_NoFufun_3100493	10.03.2023	12:55	0	2023/03/10:12:55:10	775	yes	2	31.2	78	127844.1	9	0	7.2
Josep	pm	Josep_NoFufun_3100496	10.03.2023	12:59	0	2023/03/10:12:59:03	779	yes	2	31.2	78	127844.1	9	0	7.2
Josep	pm	Josep_NoFufun_3100499	10.03.2023	13:02	0	2023/03/10:13:02:45	783	yes	2	31.8	76	135485.4	10	0	9.3
Josep	pm	Josep_NoFufun_3100502	10.03.2023	13:06	0	2023/03/10:13:06:13	786	yes	2	31.7	76	132909.6	10	0	14.8
Josep	pm	Josep_NoFufun_3100505	10.03.2023	13:10	0	2023/03/10:13:10:17	790	yes	2	31.9	78	144040.2	11	0	16.6
Josep	pm	Josep_NoFufun_3100508	10.03.2023	13:15	0	2023/03/10:13:15:30	796	yes	2	31.3	80	36936.9	2	0	7.2
Josep	pm	Josep_NoFufun_3100511	10.03.2023	13:21	0	2023/03/10:13:21:32	802	yes	2	30.4	81	126840.6	9	0	14.8
Josep	pm	Josep_NoFufun_3100514	10.03.2023	13:24	0	2023/03/10:13:24:55	805	yes	2	30.4	81	126840.6	9	0	14.8
Josep	pm	Josep_NoFufun_3100517	10.03.2023	13:28	0	2023/03/10:13:28:54	809	yes	2	30.6	80	129809.2	9	0	16.6
Josep	pm	Josep_NoFufun_3100520	10.03.2023	13:32	0	2023/03/10:13:32:11	812	yes	2	31.1	80	132770.2	10	0	13
Josep	pm	Josep_NoFufun_3100523	10.03.2023	13:35	0	2023/03/10:13:35:35	816	yes	2	31.3	78	128675.3	9	0	11.1
Josep	pm	Josep_NoFufun_3100526	10.03.2023	13:38	0	2023/03/10:13:38:59	819	yes	2	31.3	78	128675.3	9	0	11.1
Josep	pm	Josep_NoFufun_3100529	10.03.2023	13:43	0	2023/03/10:13:43:58	824	yes	2	31.3	77	124813.4	9	0	11.1
Josep	pm	Josep_NoFufun_3100532	10.03.2023	13:48	0	2023/03/10:13:48:24	828	yes	2	31.6	75	123598.4	9	0	13
Josep	pm	Josep_NoFufun_3100535	10.03.2023	13:51	0	2023/03/10:13:51:41	832	yes	2	31.7	74	121605.4	9	0	11.1
Josep	pm	Josep_NoFufun_3100538	10.03.2023	13:55	0	2023/03/10:13:55:25	835	yes	2	31.6	74	122193.3	9	0	9.3
Josep	pm	Josep_NoFufun_3100541	10.03.2023	14:00	0	2023/03/10:14:00:12	840	yes	2	31.8	73	114258.1	8	0	9.3
Josep	pm	Josep_NoFufun_3100544	10.03.2023	14:03	0	2023/03/10:14:03:49	844	yes	2	31.8	73	114258.1	8	0	9.3
Josep	pm	Josep_NoFufun_3100547	10.03.2023	14:07	0	2023/03/10:14:07:23	847	yes	2	31.5	73	112442.4	8	0	16.6
Josep	pm	Josep_NoFufun_3100550	10.03.2023	14:11	0	2023/03/10:14:11:02	851	yes	2	31.4	74	110824.5	8	0	11.1
Josep	pm	Josep_NoFufun_3100553	10.03.2023	14:14	0	2023/03/10:14:14:18	854	yes	2	31.4	74	110824.5	8	0	11.1
Josep	pm	Josep_NoFufun_3100556	10.03.2023	14:17	0	2023/03/10:14:17:39	858	yes	2	31.8	73	113533.3	8	0	9.3
Josep	pm	Josep_NoFufun_3100559	10.03.2023	14:21	0	2023/03/10:14:21:01	861	yes	2	31.8	73	118579.8	9	0	11.1
Josep	pm	Josep_NoFufun_3100562	10.03.2023	14:24	0	2023/03/10:14:24:21	864	yes	2	31.8	73	118579.8	9	0	11.1
Josep	pm	Josep_NoFufun_3100565	10.03.2023	14:27	0	2023/03/10:14:27:51	868	yes	2	32.1	73	115892.5	8	0	13
Josep	pm	Josep_NoFufun_3100568	10.03.2023	14:31	0	2023/03/10:14:31:08	871	yes	2	32.1	73	110388.6	8	0	9.3
Josep	pm	Josep_NoFufun_3100571	10.03.2023	14:34	0	2023/03/10:14:34:37	875	yes	2	32.1	73	110388.6	8	0	9.3
Josep	pm	Josep_NoFufun_3100574	10.03.2023	14:38	0	2023/03/10:14:38:03	878	yes	2	31.7	75	110633.2	8	0	11.1
Josep	pm	Josep_NoFufun_3100577	10.03.2023	14:41	0	2023/03/10:14:41:22	881	yes	2	31.3	74	109386.4	8	0	13
Josep	pm	Josep_NoFufun_3100580	10.03.2023	14:44	0	2023/03/10:14:44:38	885	yes	2	31.3	74	109386.4	8	0	13
Josep	pm	Josep_NoFufun_3100583	10.03.2023	14:48	0	2023/03/10:14:48:00	888	yes	2	31.4	76	103595	7	0	11.1
Josep	pm	Josep_NoFufun_3100586	10.03.2023	14:51	0	2023/03/10:14:51:34	892	yes	2	31.3	75	109855.2	8	0	11.1
Josep	pm	Josep_NoFufun_3100589	10.03.2023	14:54	0	2023/03/10:14:54:56	895	yes	2	31.3	75	109855.2	8	0	11.1
Josep	pm	Josep_NoFufun_3100592	10.03.2023	14:59	0	2023/03/10:14:59:18	899	yes	2	31.3	76	105932.6	8	0	13
Josep	pm	Josep_NoFufun_3100595	10.03.2023	15:02	0	2023/03/10:15:02:34	903	yes	2	31.6	75	104560.4	8	0	16.6
Josep	pm	Josep_NoFufun_3100598	10.03.2023	15:05	0	2023/03/10:15:05:49	906	yes	2	31.7	74	103957.4	7	1.2	5.5
Josep	pm	Josep_NoFufun_3100601	10.03.2023	15:09	0	2023/03/10:15:09:10	909	yes	2	31.7	74	103957.4	7	1.2	5.5
Josep	pm	Josep_NoFufun_3100604	10.03.2023	15:12	0	2023/03/10:15:12:47	913	yes	2	31.8	72	95027.5	7	1.2	7.2
Josep	pm	Josep_NoFufun_3100607	10.03.2023	15:17	0	2023/03/10:15:17:44	918	yes	2	31.6	74	78461.5	6	1.2	11.1
Josep	pm	Josep_NoFufun_3100610	10.03.2023	15:23	0	2023/03/10:15:23:55	924	yes	2	31.4	76	69678.7	5	0	7.2
Josep	pm	Josep_NoFufun_3100613	10.03.2023	15:29	0	2023/03/10:15:29:19	929	yes	2	30.9	77	72240.5	5	0	13
Josep	pm	Josep_NoFufun_3100616	10.03.2023	15:34	0	2023/03/10:15:34:39	935	yes	2	30.5	78	51926.7	3	0	9.3
Josep	am	Josep_Fufun_2_3110619	11.03.2023	07:08	2	2023/03/11:07:08:17	428	yes	3	24.5	99	5843.4	0	0	3.5
Josep	am	Josep_Fufun_3_3110622	11.03.2023	07:12	3	2023/03/11:07:12:15	432	yes	3	24.7	99	6555.5	0	0	5.5
Josep	am	Josep_Fufun_3_3110625	11.03.2023	07:15	3	2023/03/11:07:15:35	436	yes	3	24.9	99	7314.4	0	0	5.5
Josep	am	Josep_Fufun_3_3110628	11.03.2023	07:18	3	2023/03/11:07:18:46	439	yes	3	24.9	99	7314.4	0	0	5.5
Josep	am	Josep_Fufun_3_3110631	11.03.2023	07:22	3	2023/03/11:07:22:30	443	yes	3	25	99	8562.4	0	0	7.2
Josep	am	Josep_Fufun_3_3110634	11.03.2023	07:26	3	2023/03/11:07:26:22	446	yes	3	25.1	99	9782.5	0	0	9.3
Josep	am	Josep_Fufun_1_3110637	11.03.2023	07:37	1	2023/03/11:07:37:16	457	yes	3	25.3	99	11828.7	0	0	9.3
Josep	am	Josep_Fufun_3_3110640	11.03.2023	07:40	3	2023/03/11:07:40:31	461	yes	3	25.4	99	12547.1	0	0	5.5
Josep	am	Josep_Fufun_3_3110643	11.03.2023	07:44	3	2023/03/11:07:44:00	464	yes	3	25.4	99	12547.1	0	0	5.5
Josep	am	Josep_Fufun_2_3110646	11.03.2023	07:48	2	2023/03/11:07:48:48	469	yes	3	25.5	99	13840.7	1	0	7.2
Josep	am	Josep_Fufun_2_3110649	11.03.2023	07:52	2	2023/03/11:07:52:02	472	yes	3	25.5	99	15371.2	1	0	9.3
Josep	am	Josep_Fufun_2_3110652	11.03.2023	07:56	2	2023/03/11:07:56:57	477	yes	3	25.7	99	16815.6	1	0	13
Josep	am	Josep_Fufun_1_3110655	11.03.2023	08:01	1	2023/03/11:08:01:30	481	yes	3	25.8	99	18883.4	1	0	9.3
Josep	am	Josep_Fufun_1_3110658	11.03.2023	08:05	1	2023/03/11:08:05:59	486	yes	3	26.1	99	21313.5	1	0	9.3
Josep	am	Josep_Fufun_1_3110661	11.03.2023	08:13	1	2023/03/11:08:13:45	494	yes	3	26.3	99	26247.2	2	0	7.2
